637880360055346000,1996.151,478,4,UTMN.FREE,dc:f7:19:0d:73:cc,-64,5745,,,65.522274,57.1590497,77,14.6190004348755
637880360055346000,1996.151,478,4,UTMN,dc:f7:19:0d:73:cf,-64,5745,,,65.522274,57.1590497,77,14.6190004348755
637880360055346000,1996.151,478,4,UTMN.STUDY,dc:f7:19:0d:73:c9,-64,5745,,,65.522274,57.1590497,77,14.6190004348755
637880360055346000,1996.151,478,4,UTMN.OIT,dc:f7:19:0d:73:ce,-64,5745,,,65.522274,57.1590497,77,14.6190004348755
637880360055346000,1996.151,478,4,MegaFonMR150-2,9c:a9:e4:c4:1d:af,-59,5200,,,65.522274,57.1590497,77,14.6190004348755
637880360055346000,1996.151,478,4,elden,72:5c:21:10:32:e4,-49,2422,,,65.522274,57.1590497,77,14.6190004348755
637880360055346000,1996.151,478,4,UTMN,f0:1d:2d:ed:1a:40,-65,2437,,,65.522274,57.1590497,77,14.6190004348755
637880360055346000,1996.151,478,4,UTMN.OIT,f0:1d:2d:ed:1a:41,-65,2437,,,65.522274,57.1590497,77,14.6190004348755
637880360055346000,1996.151,478,4,UTMN.STUDY,f0:1d:2d:ed:1a:46,-63,2437,,,65.522274,57.1590497,77,14.6190004348755
637880360055346000,1996.151,478,4,Galaxy A30,36:b7:59:3c:8c:c7,-76,2462,,,65.522274,57.1590497,77,14.6190004348755
637880360055346000,1996.151,478,4,UTMN.OIT,dc:f7:19:0d:73:c1,-69,2412,,,65.522274,57.1590497,77,14.6190004348755
637880360055346000,1996.151,478,4,UTMN.STUDY,dc:f7:19:0d:73:c6,-69,2412,,,65.522274,57.1590497,77,14.6190004348755
637880360055346000,1996.151,478,4,UTMN,dc:f7:19:0d:73:c0,-71,2412,,,65.522274,57.1590497,77,14.6190004348755
637880360055346000,1996.151,478,4,UTMN,f0:1d:2d:ec:c6:c0,-84,2462,,,65.522274,57.1590497,77,14.6190004348755
637880360055346000,1996.151,478,4,UTMN.STUDY,f0:1d:2d:ec:c6:c6,-83,2462,,,65.522274,57.1590497,77,14.6190004348755
637880360055346000,1996.151,478,4,UTMN.OIT,f0:1d:2d:ec:c6:cc,-90,5805,,,65.522274,57.1590497,77,14.6190004348755
637880360055346000,1996.151,478,4,UTMN,f0:1d:2d:ec:c6:cf,-88,5805,,,65.522274,57.1590497,77,14.6190004348755
637880360055346000,1996.151,478,4,UTMN.FREE,f0:1d:2d:ed:1a:43,-65,2437,,,65.522274,57.1590497,77,14.6190004348755
637880360055346000,1996.151,478,4,UTMN.FREE,dc:f7:19:0d:73:c3,-70,2412,,,65.522274,57.1590497,77,14.6190004348755
637880360055346000,1996.151,478,4,UTMN.FREE,f0:1d:2d:ec:c6:c1,-83,2462,,,65.522274,57.1590497,77,14.6190004348755
637880360055346000,1996.151,478,4,UTMN.FREE,f0:1d:2d:ec:c6:ce,-88,5805,,,65.522274,57.1590497,77,14.6190004348755
637880360055346000,1996.151,478,4,UTMN,f0:1d:2d:ed:1a:4f,-60,5260,,,65.522274,57.1590497,77,14.6190004348755
637880360055346000,1996.151,478,4,,dc:f7:19:0d:73:ca,-63,5745,,,65.522274,57.1590497,77,14.6190004348755
637880360055346000,1996.151,478,4,UTMN.STUDY,f0:1d:2d:ed:1a:49,-61,5260,,,65.522274,57.1590497,77,14.6190004348755
637880360055346000,1996.151,478,4,,dc:f7:19:0d:73:c7,-64,5745,,,65.522274,57.1590497,77,14.6190004348755
637880360055346000,1996.151,478,4,,f0:1d:2d:ed:1a:4b,-60,5260,,,65.522274,57.1590497,77,14.6190004348755
637880360055346000,1996.151,478,4,,f0:1d:2d:ed:1a:46,-61,5260,,,65.522274,57.1590497,77,14.6190004348755
637880360055346000,1996.151,478,4,,f0:1d:2d:ed:1a:47,-60,5260,,,65.522274,57.1590497,77,14.6190004348755
637880360055346000,1996.151,478,4,,dc:f7:19:0d:73:c6,-66,5745,,,65.522274,57.1590497,77,14.6190004348755
637880360055346000,1996.151,478,4,,dc:f7:19:0d:73:cb,-64,5745,,,65.522274,57.1590497,77,14.6190004348755
637880360055346000,1996.151,478,4,UTMN.OIT,f0:1d:2d:ed:1a:4e,-60,5260,,,65.522274,57.1590497,77,14.6190004348755
637880360055346000,1996.151,478,4,,f0:1d:2d:ed:1a:4a,-60,5260,,,65.522274,57.1590497,77,14.6190004348755
637880360055346000,1996.151,478,4,,f0:1d:2d:ed:1a:49,-63,2437,,,65.522274,57.1590497,77,14.6190004348755
637880360055346000,1996.151,478,4,,f0:1d:2d:ed:1a:48,-65,2437,,,65.522274,57.1590497,77,14.6190004348755
637880360055346000,1996.151,478,4,,f0:1d:2d:ed:1a:45,-65,2437,,,65.522274,57.1590497,77,14.6190004348755
637880360055346000,1996.151,478,4,,f0:1d:2d:ed:1a:44,-65,2437,,,65.522274,57.1590497,77,14.6190004348755
637880360055346000,1996.151,478,4,UTMN.STUDY,f0:1d:2d:ec:c6:c9,-90,5805,,,65.522274,57.1590497,77,14.6190004348755
637880360055346000,1996.151,478,4,,f0:1d:2d:ec:c6:c7,-83,5805,,,65.522274,57.1590497,77,14.6190004348755
637880360055346000,1996.151,478,4,,f0:1d:2d:ec:c6:cb,-88,5805,,,65.522274,57.1590497,77,14.6190004348755
637880360055346000,1996.151,478,4,,f0:1d:2d:ec:c6:c6,-83,5805,,,65.522274,57.1590497,77,14.6190004348755
637880360055346000,1996.151,478,4,,f0:1d:2d:ec:c6:ca,-90,5805,,,65.522274,57.1590497,77,14.6190004348755
637880360055346000,1996.151,478,4,RT-GPON-CE7F,68:e2:09:ef:ce:88,-84,2442,,,65.522274,57.1590497,77,14.6190004348755
637880360055346000,1996.151,478,4,RT-GPON-2B2E,b8:dd:71:f1:2b:2e,-85,2447,,,65.522274,57.1590497,77,14.6190004348755
637880360055346000,1996.151,478,4,UTMN.FREE,f0:1d:2d:ed:1a:4c,-60,5260,,,65.522274,57.1590497,77,14.6190004348755
637880360055346000,1996.151,478,4,TP-Link_Outdoor_FBB41C,b0:95:75:fb:b4:1c,-88,5220,,,65.522274,57.1590497,77,14.6190004348755
637880360055346000,1996.151,478,4,RT-GPON-649D,e4:3e:c6:96:64:a4,-87,2462,,,65.522274,57.1590497,77,14.6190004348755
637880360055346000,1996.151,478,4,RT-GPON-A180,84:3e:92:90:a1:88,-91,2437,,,65.522274,57.1590497,77,14.6190004348755
